name,team,position,games_played,metric1_giveaway_rate,metric3_dzone_giveaway_rate,metric2_above_expected,total_giveaways,I_F_dZoneShiftStarts,confidence_dzone,metric3_dzone_giveaway_weighted,icetime_minutes,confidence,metric1_weighted,metric2_weighted,metric1_z,metric2_z,metric3_z,composite_score
Emmitt Finnie,DET,C,82,3.73947690733477,0.1320754716981132,1.479716819084833e-07,67.0,159.0,1.0,0.1320754716981132,1075.0166666666667,0.9635257370863197,3.7093835890775013,3.574856758115475e-05,-1.452424849287138,-0.19917895899240048,-0.5796339436802276,-2.231237751959766
Kevin Stenlund,UTA,C,80,2.468806553005048,0.05603448275862069,-0.0130979348774027,36.0,232.0,1.0,0.05603448275862069,874.9166666666666,0.8117897701626735,2.5526756876705696,-0.010449039658559516,0.6609775577379288,-2.419772428049749,1.130163685242366,-0.6286311850694544
Christian Dvorak,PHI,C,80,2.7742375292687984,0.16049382716049382,0.0019848793726463,52.0,162.0,1.0,0.16049382716049382,1124.6333333333334,1.0,2.7742375292687984,0.0019848793726463,0.25616547962463815,0.2136312039515699,-1.2186266430797796,-0.7488299595035716
Nico Sturm,MIN,C,49,2.4379232505643342,0.05263157894736842,0.0038935624320275,18.0,95.0,0.730327868852459,0.06667700244463617,443.0,0.48426706627909066,2.6836686606469686,0.0023889799671738296,0.42164240315399015,0.2992164462755654,0.8908643918127304,1.611723241242286
Kyle Connor,WPG,L,82,2.3988533782594486,0.09821428571428571,0.0056773418027829,53.0,112.0,0.8278688524590163,0.0993332460248983,1325.6333333333334,1.0,2.3988533782594486,0.0056773418027829,0.9420238258305085,0.9956649255920389,0.1565818867879673,2.0942706382105145
Nikita Kucherov,TBL,R,76,4.0072646317886225,0.14545454545454545,-0.0085636100197221,76.0,110.0,0.8163934426229509,0.1379744816586922,1137.9333333333334,1.0,4.0072646317886225,-0.0085636100197221,-1.9966785125560518,-2.020453657649498,-0.7122744232985879,-4.729406593504137
Cole Sillinger,CBJ,C,81,3.0508012893267353,0.0755813953488372,0.0025672550576615,56.0,172.0,1.0,0.0755813953488372,1101.35,0.9834943217722567,3.048550234645112,0.00254099353229617,-0.24502685347407718,0.3314116916766301,0.6906472446276415,0.7770320828301944
Jonathan Drouin,STL,L,64,2.261750500647897,0.102803738317757,-0.0100366070473344,32.0,107.0,0.7991803278688524,0.10318753964638117,848.9,0.792061314026757,2.397465877249329,-0.007746619460886412,0.9445589066153544,-1.8474216554666718,0.06991728409024692,-0.8329454647610706
Erik Haula,NSH,L,81,2.7212672954941337,0.125,0.0066681699896411,46.0,136.0,0.9655737704918033,0.12430166091458153,1014.2333333333333,0.9174336938270713,2.7372152558391956,0.006198204639854936,0.32380828009699075,1.1059794678918202,-0.404838173257623,1.024949574731188
Jordan Staal,CAR,C,75,2.6520267307456193,0.0967741935483871,0.0093887545525281,42.0,186.0,1.0,0.0967741935483871,950.2166666666667,0.8688898116886632,2.6864292490364283,0.008285782285316077,0.4165985764973267,1.5481115535073882,0.2141227199313791,2.178832849936094
Kevin Hayes,PIT,R,28,3.439307892362401,0.044444444444444446,0.0051507322658044,18.0,45.0,0.44344262295081965,0.0779884179369188,314.01666666666665,0.3864589163522126,3.117268014837479,0.0025894821475480065,-0.3705800046951619,0.34168118878324893,0.6365248354998506,0.6076260195879377
Travis Konecny,PHI,R,77,4.6169676543835845,0.17763157894736842,-0.0025355831021969,86.0,152.0,1.0,0.17763157894736842,1117.6166666666666,0.9958293462364813,4.609866920379801,-0.0025209366916415024,-3.0976834643147213,-0.7406642485960796,-1.6039725963468847,-5.442320309257686
