name,team,position,games_played,metric1_giveaway_rate,metric3_dzone_giveaway_rate,metric2_above_expected,total_giveaways,I_F_dZoneShiftStarts,confidence_dzone,metric3_dzone_giveaway_weighted,icetime_minutes,confidence,metric1_weighted,metric2_weighted,metric1_z,metric2_z,metric3_z,composite_score
Arshdeep Bains,VAN,L,28,2.7201538672894627,0.2,0.0090360803758368,11.0,10.0,0.3,0.1333004385964912,242.63333333333333,0.33232888583963743,2.849860197370741,0.0036547277264391666,0.11799651873320718,0.5672915992568069,-0.6071775820200969,0.07811053596991724
Linus Karlsson,VAN,C,79,3.2357021434572775,0.102803738317757,0.0111072571007751,46.0,107.0,0.7991803278688524,0.10318753964638117,852.9833333333333,0.7951577084875512,3.1698901094379424,0.009031987124441592,-0.4667249875867378,1.706151711935179,0.06991728409024692,1.309344008438688
Brandon Tanev,UTA,L,56,4.126817764967902,0.20987654320987653,0.0059061013670691,35.0,81.0,0.6499999999999999,0.17306997238466537,508.8666666666667,0.5342138046834094,3.5620999331257277,0.0036098190367306483,-1.1833252497898705,0.5577803014680708,-1.5014039134067723,-2.126948861728572
Kaapo Kakko,SEA,R,65,3.0020135456708767,0.11904761904761904,0.0046983363245606,41.0,84.0,0.6672131147540983,0.11427788220551378,819.45,0.7697293588748262,2.981843477159985,0.0038412364552203714,-0.12314800950454123,0.6067926417310029,-0.1794514008256338,0.3041932314008279
Miles Wood,CBJ,L,54,3.4751994548706735,0.14130434782608695,-0.0075270105848895,34.0,92.0,0.7131147540983607,0.13080737861224692,587.0166666666667,0.5934750031595861,3.2472288595832186,-0.0040702449616681294,-0.6080293743852817,-1.068795227665366,-0.5511206039445677,-2.2279452059952156
Marcus Johansson,MIN,L,75,2.6977773993017116,0.07352941176470588,-0.0033132494685567,44.0,136.0,0.9655737704918033,0.07460301096279755,978.5833333333334,0.8904002744326285,2.7215214419011473,-0.0028431275320497727,0.3524821951897575,-0.8089016665171141,0.7126464233173954,0.2562269519900387
Adam Klapka,CGY,R,79,2.576408183884819,0.10638297872340426,-0.0165568473467026,34.0,94.0,0.7245901639344262,0.10592357681787307,791.8,0.7487623449545922,2.6613296473208905,-0.012151886901896308,0.46245765519512716,-2.780421721654781,0.008396912857524327,-2.309567153602129
Gabe Perreault,NYR,R,49,2.981331188036817,0.09411764705882353,0.0015985177636374,35.0,85.0,0.6729508196721312,0.09758347396335584,704.3833333333333,0.6824742268041236,2.9600853728595955,0.0014009142466945138,-0.08339412700333727,0.08995210649371822,0.1959258795963842,0.20248385908676514
Kailer Yamamoto,UTA,R,59,2.1782427833102234,0.06521739130434782,-0.0111899982262444,24.0,92.0,0.7131147540983607,0.07654864732215429,661.0833333333334,0.6496398071749688,2.436170208317371,-0.006927448421817325,0.8738428456789656,-1.6739278451804047,0.6688983805792765,-0.13118661892216255
Tim Washe,ANA,C,39,1.6985502273312172,0.02857142857142857,-0.013960428304941,11.0,105.0,0.7877049180327869,0.044736315686757885,388.56666666666666,0.44299023236499535,2.375801937966724,-0.005640583229027907,0.9841407417267198,-1.4013801903273644,1.3842053480357546,0.96696589943511
Jeff Skinner,SJS,L,32,4.306005482182905,0.1864406779661017,0.0085938552839967,24.0,59.0,0.5237704918032786,0.1475204567667432,334.4166666666667,0.4019282503114449,3.4737379164554287,0.0040379478689588555,-1.0218804299754152,0.6484545304802335,-0.9269176812720897,-1.3003435807672714
Jesper Bratt,NJD,L,82,3.9763598806518248,0.14285714285714285,0.0061975217306696,77.0,126.0,0.9081967213114754,0.13935556103373187,1161.8666666666666,1.0,3.9763598806518248,0.0061975217306696,-1.9402129386963283,1.1058348332416768,-0.7433282835091083,-1.57770638896376
Eetu Luostarinen,FLA,C,73,2.501389660922735,0.075,0.0066242531150524,40.0,160.0,1.0,0.075,959.4666666666667,0.8759040930182171,2.5526451181357594,0.0059233522204847604,0.6610334108434283,1.0477679452321318,0.7037200413228486,2.4125213973984083
Kirby Dach,MTL,C,37,2.1595680863827234,0.09259259259259259,-0.0043181575862765,16.0,54.0,0.4950819672131147,0.0987133704023264,444.53333333333336,0.48542979399498076,2.547992733889126,-0.0015938414856844028,0.6695337072910283,-0.5443129713800116,0.17051992053110696,0.2957406564421238
Peyton Krebs,BUF,C,82,3.1862364522840907,0.13372093023255813,0.0079352977469688,57.0,172.0,1.0,0.13372093023255813,1073.3666666666666,0.9622745409572642,3.175982076979476,0.007672762401285142,-0.47785552352423405,1.4182788929403893,-0.6166324248930779,0.32379094452307733
Jacob Melanson,SEA,R,36,2.6732673267326734,0.20930232558139536,0.0008808401009411,15.0,43.0,0.43196721311475406,0.1498932457310833,336.6666666666667,0.4036344268510661,2.81708287624831,0.0009377064795172941,0.17788343510312454,-0.008151557636175722,-0.9802703401701832,-0.8105384627032344
Joel Kiviranta,COL,L,51,2.067628688348051,0.1038961038961039,0.0090152426486737,16.0,77.0,0.6270491803278688,0.10420147915429409,464.3,0.5004188708541715,2.4906699808011767,0.004999086146712168,0.774267187719426,0.8520158553641071,0.04711864100737026,1.6734016840909034
David Tomasek,EDM,R,22,3.368492684586594,0.2,-0.01704098939163,11.0,20.0,0.3,0.1333004385964912,195.93333333333334,0.3,3.0506422717246933,-0.004428960318021455,-0.24884918078263557,-1.1447682430842936,-0.6071775820200969,-2.000795005887026
Arseny Gritsyuk,NJD,R,66,2.8061839980698204,0.06201550387596899,-0.0123394587449738,42.0,129.0,0.9254098360655738,0.06520045974878103,898.0166666666667,0.8293065159694513,2.8246592920549443,-0.010066563415229638,0.16404068761009905,-2.3387670486668464,0.9240647648692273,-1.25066159618752
Pavol Regenda,SJS,L,24,2.6104296332104657,0.022727272727272728,0.0037455462655777,12.0,44.0,0.4377049180327869,0.06882851923026642,275.81666666666666,0.3574918302128658,2.805746355456271,0.0019662154519449644,0.1985962099532342,0.2096783362805702,0.8424870843899541,1.2507616306237586
Egor Chinakhov,PIT,R,72,2.385825390328051,0.1506849315068493,-0.0052103507191335,34.0,73.0,0.6040983606557377,0.13248532553453024,855.05,0.796724863235055,2.4932756673267558,-0.003952779792128674,0.7695063797674675,-1.0439170534290285,-0.5888495933907842,-0.8632602670523453
Adam Edstrom,NYR,C,35,3.1194250471481726,0.17647058823529413,0.0077958540247155,17.0,51.0,0.47786885245901634,0.13900471480654383,326.98333333333335,0.39629154855832593,2.9956621697947083,0.0036787682350850576,-0.14839592061558496,0.5723831848320676,-0.7354394323022957,-0.311452168085813
Claude Giroux,OTT,R,82,2.310537605350719,0.065,0.0054800579970829,38.0,200.0,1.0,0.065,986.7833333333333,0.8966183400436925,2.3729680386021004,0.005014441164150041,0.9893185136872791,0.8552679240472676,0.9285721444804123,2.773158582214959
Logan Cooley,UTA,C,54,4.122600202088246,0.1276595744680851,0.0023777540598539,51.0,94.0,0.7245901639344262,0.12134038881647788,742.25,0.7111885460487117,3.773664113697765,0.00197296774975921,-1.5698707622026296,0.21110841842472458,-0.3382533473295813,-1.6970156911074863
Marcus Foligno,MIN,L,56,2.7928626842513578,0.050505050505050504,0.002801285004126,29.0,99.0,0.7532786885245901,0.06387977869723988,623.0166666666667,0.6207738277935255,2.8389606524516067,0.00210916310764054,0.13791090199241934,0.23995349528313742,0.9537605560731643,1.331624953348721
Nikita Grebenkin,PHI,R,55,3.494757863205192,0.20588235294117646,-0.0026513660491338,35.0,68.0,0.5754098360655737,0.16292765272631918,600.9,0.6040027443262859,3.2649459258306908,-0.0012148618291891713,-0.6403999412390976,-0.4640481408495549,-1.2733517227992277,-2.3777998048878803
Ilya Mikheyev,CHI,R,76,2.7283061765820387,0.078125,-0.0132636742812125,53.0,192.0,1.0,0.078125,1099.5833333333333,0.9821546572300357,2.7316274534439504,-0.013009558932903353,0.33401766400257976,-2.9620697310918236,0.6334537590861099,-1.994598308003134
Zachary L'Heureux,NSH,L,25,3.256739641758639,0.15217391304347827,0.0024413262514526,15.0,46.0,0.4491803278688524,0.12603256180365383,276.35,0.35789625724447977,3.036935346344196,0.0015005599907783902,-0.22380547782459337,0.11105627033179544,-0.4437578437841433,-0.5565070512769412
Josh Anderson,MTL,R,72,2.8059811703895146,0.04794520547945205,-0.002584557693438,38.0,146.0,1.0,0.04794520547945205,812.55,0.764497084153321,2.8315189878487597,-0.0017459900517035705,0.15150744772777802,-0.5765368088807301,1.3120527861669424,0.8870234250139903
Warren Foegele,OTT,L,68,4.586269957055089,0.14782608695652175,0.0045909972533259,62.0,115.0,0.8450819672131147,0.14114738858461193,811.1166666666667,0.7634101865058587,4.190727445144317,0.003735771862213361,-2.331880468792288,0.5844560926851894,-0.7836179028402132,-2.5310422789473117
Nils Hoglander,VAN,L,38,3.5566093657379962,0.10256410256410256,-0.0019203338437889,25.0,39.0,0.40901639344262297,0.103835195847437,421.75,0.4681531767382237,3.2150633459607234,-0.0003798241801382169,-0.549260281660753,-0.2871939107110327,0.05535459819720266,-0.781099594174583
Alex Laferriere,LAK,R,82,3.8544983235186385,0.12290502793296089,0.0034826465681235,76.0,179.0,1.0,0.12290502793296089,1183.0333333333333,1.0,3.8544983235186385,0.0034826465681235,-1.717561647168153,0.5308461996872775,-0.373434586931961,-1.5601500344128365
Ridly Greig,OTT,C,77,2.6174030866849534,0.0684931506849315,0.0013803893761795,44.0,219.0,1.0,0.0684931506849315,1008.6333333333333,0.913187209995125,2.6431880114442303,0.0013453001346130434,0.4956039463914364,0.07817348670551538,0.850027916665099,1.4238053497620509
Joel Armia,LAK,R,67,3.2144223819039923,0.11206896551724138,0.0060245170796628,42.0,116.0,0.8508196721311474,0.11097188544424941,783.9666666666667,0.7428223229277628,3.137268637544756,0.004726201333907013,-0.4071228208375483,0.7942210558841072,-0.10511536834539488,0.281982866701164
Andrei Svechnikov,CAR,R,79,4.465719874679941,0.168141592920354,-0.0035859556229962,78.0,113.0,0.833606557377049,0.15758780917457577,1047.9833333333333,0.9430263419213893,4.377336683999095,-0.0033260332133418307,-2.6728312084639976,-0.9111771897722508,-1.1532842174850415,-4.73729261572129
Ivan Barbashev,VGK,L,82,4.107635257202624,0.15702479338842976,0.0020347832533467,84.0,121.0,0.8795081967213114,0.1507218814844658,1226.9833333333333,1.0,4.107635257202624,0.0020347832533467,-2.180064068310059,0.2242004428502287,-0.9989023893601436,-2.954766014819974
Jack Drury,COL,C,82,2.2561739896337953,0.058394160583941604,0.0111202987138423,37.0,137.0,0.971311475409836,0.059723034608028996,983.9666666666667,0.8944824597829815,2.3256305598024025,0.010049917842171076,1.075808060024859,1.921741216938942,1.047225821147848,4.044775098111649
Tanner Pearson,BUF,L,56,3.0579500408985085,0.13043478260869565,0.0081443383177901,27.0,115.0,0.8450819672131147,0.12645031089394904,529.7666666666667,0.5500622889847797,2.9933707625888175,0.0049191203208123315,-0.144209327355079,0.8350797392584681,-0.453151019938647,0.23771939196474218
Oliver Bjorkstrand,TBL,R,80,2.554226636934928,0.1188118811881188,-0.0010395223100691,35.0,101.0,0.7647540983606557,0.11549562702711168,822.1666666666666,0.7717894090671095,2.63642672920685,-0.0005795142717581625,0.5079573764472652,-0.32948665937916055,-0.20683264925018569,-0.028361932182080996
Eric Robinson,CAR,L,67,2.3634108979502515,0.06976744186046512,0.00404722145477,27.0,86.0,0.6786885245901639,0.08099646514303296,685.45,0.6681170671818297,2.54628163585257,0.0030280001879462973,0.6726600269995,0.4345557681805196,0.5688882614306502,1.67610405661067
Alexander Kerfoot,UTA,C,34,4.0098389566993085,0.04225352112676056,0.0111388435736733,24.0,71.0,0.5926229508196721,0.06769885834275136,359.1166666666667,0.4206582772130644,3.3752174371163317,0.00525119724048254,-0.8418752463648803,0.9054109489252349,0.8678877470312144,0.931423449591569
Ryan Strome,CGY,C,52,3.7620658361521326,0.16883116883116883,0.0047754035447797,38.0,77.0,0.6270491803278688,0.14491895839636348,606.05,0.6079079928503077,3.4297109401197408,0.0032857642405785207,-0.9414394494575993,0.4891481127741653,-0.8684224432780046,-1.3207137799614386
Berkly Catton,SEA,C,66,2.749315853115255,0.24390243902439024,-0.0039176392674617,36.0,41.0,0.4204918032786885,0.163242126395056,785.65,0.7440987957462941,2.7915663736149106,-0.0026653011851948496,0.22450422676426524,-0.771239482414258,-1.2804227293795427,-1.8271579850295354
Alex Killorn,ANA,L,82,2.9012604364785144,0.07784431137724551,-0.0075836180885241,50.0,167.0,1.0,0.07784431137724551,1034.0333333333333,0.9324480473757379,2.9021494356940254,-0.007005386000346965,0.02245969219340184,-1.6904343948735658,0.6397651018019845,-1.0282096008781794
Nicholas Robertson,TOR,L,78,4.219600725952813,0.1651376146788991,-0.0005686298229391,62.0,109.0,0.810655737704918,0.15369692266743715,881.6,0.8168577464025852,3.9805671084615546,-0.0002857071235921131,-1.94789989697609,-0.26726067824267324,-1.065796816057291,-3.280957391276054
Jesper Boqvist,FLA,C,73,4.126922328207125,0.16831683168316833,0.0033899139065848,53.0,101.0,0.7647540983606557,0.15335474080734218,770.55,0.7326484554137251,3.802758136059423,0.002744602428508898,-1.623027982633458,0.37453441150846256,-1.058102784966819,-2.3065963560918146
Kent Johnson,CBJ,C,76,2.707341059411095,0.08411214953271028,0.0069221609486484,39.0,107.0,0.7991803278688524,0.08824958959275775,864.3166666666667,0.803751782909347,2.7479800630416946,0.005755275732195143,0.3041400739532872,1.0121707024316065,0.4058002327322337,1.7221110091171272
Frank Nazar,CHI,C,65,3.9929625946607517,0.1267605633802817,0.0017155274877158,58.0,142.0,1.0,0.1267605633802817,871.5333333333333,0.8092241861808727,3.787202880522976,0.0015744807305437848,-1.594607225368265,0.1267120860154799,-0.460127112344823,-1.9280222516976082
Jani Nyman,SEA,R,28,2.8972946201943914,0.26666666666666666,0.0083844106896248,13.0,15.0,0.3,0.15330043859649123,269.21666666666664,0.3524870456966436,2.9083839568470804,0.003587495061826838,0.011068698844528891,0.553052263876314,-1.0568817883352248,-0.49276082561438195
Joel Eriksson Ek,MIN,C,70,1.817788357498377,0.059602649006622516,-0.0029640605342177,28.0,151.0,1.0,0.059602649006622516,924.2,0.8491613555527471,1.9832028884018693,-0.002369717730775251,1.70145215227117,-0.7086372939590723,1.0499327167144616,2.0427475750265596
Frederick Gaudreau,SEA,C,68,2.3561922769253143,0.034129692832764506,0.0100044977717814,36.0,293.0,1.0,0.034129692832764506,916.7333333333333,0.8434993771101522,2.4435553675635475,0.008591562764240428,0.8603495399721847,1.6128733893994784,1.6226974936477037,4.095920423019367
Ty Dellandrea,SJS,C,46,2.783684515754881,0.07291666666666667,-0.0045882384476429,24.0,96.0,0.7360655737704918,0.081309318377912,517.3,0.5406088071208044,2.8437435518660177,-0.002031986728782769,0.12917214338043082,-0.6371085953199436,0.5618536906464304,0.05391723870691767
Alex Ovechkin,WSH,L,82,2.743538767395626,2.3333333333333335,-0.007698147213827,46.0,6.0,0.3,0.10714285714285714,1006.0,0.9111903515265314,2.7587147287600273,-0.0069277819311460076,0.28452693883063485,-1.6739984797627316,-0.019018861683606284,-1.408490402615703
JJ Peterka,UTA,R,82,4.056759040967928,0.18018018018018017,0.0027200570412624,76.0,111.0,0.8221311475409836,0.16675725957838772,1124.05,1.0,4.056759040967928,0.0027200570412624,-2.087108951707197,0.3693358967230933,-1.3594612382946505,-3.077234293278754
Jackson Blake,CAR,R,81,4.182367923263677,0.34545454545454546,-3.0892879143500696e-05,78.0,55.0,0.5008196721311475,0.2252820564357989,1118.9833333333333,0.996865690504992,4.178393784136732,-2.7736354043977827e-05,-2.3093458350881733,-0.2126245526757245,-2.6754036043204588,-5.197373992084357
Marat Khusnutdinov,BOS,C,77,2.7033162775265005,0.1092436974789916,0.0035592376507816,43.0,119.0,0.8680327868852458,0.10864604631757793,954.3833333333333,0.872049397873147,2.730327211170489,0.003228735788197426,0.33639331575278103,0.4770699471329961,-0.05281838642157163,0.7606448764642055
Alex DeBrincat,DET,R,82,3.699210777947452,0.12727272727272726,0.0013013996172271,72.0,165.0,1.0,0.12727272727272726,1167.8166666666666,1.0,3.699210777947452,0.0013013996172271,-1.4338382696482272,0.06887571167249996,-0.4716432251825981,-1.8366057831583253
Fraser Minten,BOS,C,82,2.084103883573209,0.02857142857142857,-0.0023176256111978,36.0,105.0,0.7877049180327869,0.044736315686757885,1036.4166666666667,0.9342553306732626,2.138692785884267,-0.0021010744643430177,1.4173590608280495,-0.6517408197452832,1.3842053480357546,2.1498235891185207
Jason Zucker,BUF,L,62,4.6812994641616035,0.13709677419354838,0.0041541659035892,58.0,124.0,0.8967213114754098,0.1337524179632052,743.3833333333333,0.7120479534908912,4.172523098358591,0.003239062677935257,-2.2986195995024032,0.4792570989774491,-0.6173404331390432,-2.436702933663997
Gabriel Vilardi,WPG,C,82,2.730996813837051,0.0859375,-0.0025435964629578,55.0,128.0,0.9196721311475409,0.08744584951107277,1208.35,1.0,2.730996813837051,-0.0025435964629578,0.33516989548778514,-0.7454634051560424,0.42387249750812356,0.01357898783986633
Vasily Podkolzin,EDM,R,82,2.664615473927115,0.17117117117117117,0.0061968783812225,51.0,111.0,0.8221311475409836,0.1593506726636041,1148.3833333333334,1.0,2.664615473927115,0.0061968783812225,0.45645417423834017,1.1056985770245993,-1.1929225737938114,0.369230177469128
Jack McBain,UTA,C,75,3.279310737465366,0.08496732026143791,0.0076405967800449,48.0,153.0,1.0,0.08496732026143791,878.2333333333333,0.8143048007655225,3.2115524029853733,0.006403049363579607,-0.5428454942057632,1.149363926009893,0.4796027489599173,1.086121180764047
Ross Colton,COL,C,73,3.486579436296794,0.1079136690647482,-0.0026460759385341,49.0,139.0,0.9827868852459016,0.10785860849715395,843.2333333333333,0.7877642768158593,3.365146905951795,-0.0018773006464868562,-0.8234755408063159,-0.6043473323652975,-0.03511268141875762,-1.462935554590371
Tyler Bertuzzi,CHI,L,78,3.4785664089950807,0.1111111111111111,0.0009453871554241,67.0,153.0,1.0,0.1111111111111111,1138.4,1.0,3.4785664089950807,0.0009453871554241,-1.0307024910534028,-0.0065248525097835455,-0.10824588674613159,-1.145473230309318
Nick Schmaltz,UTA,C,82,4.185096971759102,0.10596026490066225,0.0068366377981395,82.0,151.0,1.0,0.10596026490066225,1175.6,1.0,4.185096971759102,0.0068366377981395,-2.321593121407067,1.2411944547030702,0.007571973599927616,-1.0728266931040693
Michael Carcone,UTA,L,79,2.812397805312307,0.07407407407407407,-0.0069049853870383,43.0,135.0,0.9598360655737705,0.07530473069056978,917.3666666666667,0.8439796342101937,2.82831544938887,-0.005675360740315814,0.15736058133557404,-1.408745786348031,0.6968681076557213,-0.5545170973567357
Marc Gatcomb,NYI,C,49,1.4704881203621758,0.0625,-0.0027317277655767,12.0,64.0,0.5524590163934426,0.0813929033649698,489.6333333333333,0.5196291548558325,2.1641112177434416,-0.0009505497733127158,1.3709174527015358,-0.4080689820517602,0.5599742646331958,1.5228227352829713
Isak Rosen,WPG,R,37,2.6547448956076876,0.1891891891891892,0.0100756546901574,16.0,37.0,0.3975409836065573,0.13829689941235457,361.6166666666667,0.42255402892375465,2.804693623129527,0.004821208352666075,0.20051964025969976,0.8143427751616588,-0.7195240542992202,0.2953383611221384
Jake Evans,MTL,C,68,3.200198461920119,0.08875739644970414,0.0052269160194529,43.0,169.0,1.0,0.08875739644970414,806.2,0.759681874808168,3.131520877834198,0.0042053907131616676,-0.39662118149323344,0.6839175725806093,0.39438208875401093,0.6816784798413867
Elias Lindholm,BOS,C,69,2.8821485107079825,0.05405405405405406,0.0025456919548791,44.0,148.0,1.0,0.05405405405405406,915.9833333333333,0.842930651596945,2.8872174771446315,0.002299172090736186,0.04974163355604295,0.2801958633523805,1.1746940411799076,1.504631538088331
Nico Hischier,NJD,C,82,3.029521547336274,0.06324110671936758,0.0064192998809449,62.0,253.0,1.0,0.06324110671936758,1227.9166666666667,1.0,3.029521547336274,0.0064192998809449,-0.21025984486964858,1.1528056543454452,0.9681212298184029,1.9106670392941996
Dylan Holloway,STL,L,59,2.10896309314587,0.07766990291262135,-0.0032566021643015,31.0,103.0,0.7762295081967212,0.08372177795974099,881.95,0.817123151642082,2.2562626355943034,-0.0024825215592948146,1.2025490789228999,-0.7325282338133158,0.5076090295707438,0.9776298746803279
Sam Reinhart,FLA,C,64,2.6070486871912952,0.0718954248366013,-0.0017533208425903,39.0,153.0,1.0,0.0718954248366013,897.5666666666667,0.8289652806615271,2.6596199673556895,-0.0012864788666530503,0.46558138396822835,-0.4792160509909372,0.773527066812942,0.7598923997902332
Steven Stamkos,NSH,C,82,3.0058596370901607,0.16025641025641027,0.0058007024328874,56.0,156.0,1.0,0.16025641025641027,1117.8166666666666,0.9959810063733365,3.0054921444489744,0.005781312768259778,-0.1663561092423355,1.0176851363898038,-1.2132882740589455,-0.3619592469114771
Andre Burakovsky,CHI,L,74,3.3041597010522175,0.2077922077922078,-0.0065461398057042,56.0,77.0,0.6270491803278688,0.16934944594160514,1016.9,0.9194558289851409,3.272768493578917,-0.0059402595847438,-0.654692428986531,-1.4648492222220189,-1.41774709384923,-3.53728874505778
Jordan Greenway,BUF,L,40,2.579925946570052,0.043010752688172046,0.0077675904948835,18.0,93.0,0.7188524590163934,0.0603587254260718,418.6166666666667,0.465777167927492,2.7586206630107135,0.004139471959476008,0.28469880484864735,0.6699565129229784,1.0329321794083606,1.9875874971799863
Tanner Jeannot,BOS,L,77,2.947138624668642,0.13970588235294118,0.0094071584142292,42.0,136.0,0.9655737704918033,0.1385012751865198,855.0666666666667,0.7967375015797931,2.9404882906896277,0.007693459726409003,-0.04758861328781579,1.4226624192459008,-0.724119486564771,0.6509543193933139
Victor Olofsson,CGY,L,78,3.8673929022409013,0.12389380530973451,-0.0001102572223966,57.0,113.0,0.833606557377049,0.12070256327293644,884.3166666666667,0.8189177965948686,3.694826589956955,8.647993979163798e-05,-1.42582799026767,-0.18843446407489248,-0.3239117058382903,-1.9381741601808529
Curtis Douglas,VAN,C,43,3.745664739884393,0.23809523809523808,0.0095238485651137,18.0,21.0,0.30573770491803276,0.14549430697645754,288.3333333333333,0.3669832271110549,3.2194732988855193,0.004113040489071235,-0.5573176357384719,0.66435854095707,-0.8813592771062914,-0.7743183718876933
Anton Lundell,FLA,C,64,3.564910100578618,0.13333333333333333,0.0002921083963834,51.0,150.0,1.0,0.13333333333333333,858.3666666666667,0.7992398938379042,3.4343177726779444,0.000429445695396828,-0.9498565191477316,-0.11579708689750572,-0.6079172270962734,-1.6735708331415107
Jordan Eberle,SEA,R,80,2.4293205494088372,0.0641025641025641,0.0092684973697963,48.0,156.0,1.0,0.0641025641025641,1185.5166666666667,1.0,2.4293205494088372,0.0092684973697963,0.8863577473295798,1.75624267179743,0.9487511793791682,3.591351598506178
Roope Hintz,DAL,C,53,3.1525176356117734,0.08,0.0098220084784988,36.0,100.0,0.7590163934426228,0.08595588869715273,685.1666666666666,0.6679022153212847,3.0734461595355427,0.006884333418355618,-0.2905137975198079,1.2512960018655097,0.4573745797713512,1.418156784117053
Cole Reinhardt,FLA,L,59,2.725281855787168,0.136986301369863,0.0131554963349327,28.0,73.0,0.6040983606557377,0.12421000552554753,616.45,0.6157943199667792,2.7979500610672883,0.008476139582923122,0.21284069406846454,1.5884276917770883,-0.40277728255862116,1.3984911032869318
Jared McCann,SEA,L,52,4.4447804066822885,0.12345679012345678,4.7594341571903634e-05,49.0,81.0,0.6499999999999999,0.11689713287849252,661.45,0.6499178507592034,3.90902877962702,0.00037268085559454044,-1.8171933666847684,-0.12781942152347123,-0.238345803077247,-2.1833585912854865
Jamie Benn,DAL,L,60,2.7315449383199533,0.09278350515463918,-0.021647199187803,31.0,97.0,0.7418032786885246,0.0958641553552209,680.9333333333333,0.6646920757578492,2.7928646190338586,-0.01406139584363389,0.2221322234348362,-3.184840293940038,0.2345851201000919,-2.72812295040511
Juraj Slafkovsk,MTL,L,82,3.4179181771103058,0.11194029850746269,-0.0037036024959548,66.0,134.0,0.9540983606557376,0.1116086414347589,1158.6,1.0,3.4179181771103058,-0.0037036024959548,-0.9198930817883703,-0.9911433145049049,-0.11943296071181868,-2.030469357005094
Tye Kartye,NYR,L,64,2.4156270192355485,0.05128205128205128,-0.0184047779334489,27.0,117.0,0.8565573770491803,0.05894660101546426,670.6333333333333,0.6568815787098055,2.5867723079358416,-0.011754809097716914,0.5986801711181977,-2.6963238496090662,1.0646840937728845,-1.032959584717984
Brayden Schenn,NYI,C,80,2.4089422857577367,0.062111801242236024,0.0065866040936165,44.0,161.0,1.0,0.062111801242236024,1095.9166666666667,0.9793742213876901,2.4193681709263046,0.006470885037711387,0.9045415780227267,1.1637309739365806,0.9935139009824416,3.061786452941749
Tyler Seguin,DAL,C,27,2.9227369085742634,0.0547945205479452,-0.0039610199804181,18.0,73.0,0.6040983606557377,0.07455808547165127,369.51666666666665,0.4285446043295358,2.917984547004902,-0.0011396218407078089,-0.006472385057225502,-0.4481129189423441,0.713656582434358,0.2590712784347884
John Beecher,CGY,C,35,2.7500409232280245,0.1794871794871795,-0.0051182549487201,14.0,39.0,0.40901639344262297,0.1352979953430234,305.45,0.37996280715691405,2.851962477628356,-0.0013394693110646313,0.11415547627877237,-0.49043899915592054,-0.652093065583531,-1.028376588460679
Mathieu Joseph,LAK,R,51,2.543645302793888,0.0379746835443038,0.0095266975614606,24.0,79.0,0.6385245901639344,0.062099635079346016,566.1166666666667,0.5776265188582157,2.7002509837625963,0.005915192028743464,0.3913451072299209,1.0460396825246598,0.9937874597137591,2.43117224946834
Alex Iafallo,WPG,L,79,1.3658858462553611,0.061068702290076333,-0.0055469960045638,24.0,131.0,0.9368852459016392,0.06382342210096008,1010.3333333333334,0.9144763211583944,1.4983222408724148,-0.0049891087121320885,2.587369786586797,-1.263403149086862,0.9550277459931957,2.2789943834931305
Justin Hryckowian,DAL,C,81,1.393291559159602,0.043859649122807015,0.004640908561948,21.0,114.0,0.839344262295082,0.053636396318665513,904.3333333333334,0.8340964486251286,1.6456522801193565,0.004032919567122977,2.318185440916762,0.6473895767609622,1.1840851632001217,4.149660180877846
Cutter Gauthier,ANA,L,76,3.6995351113286032,0.1794871794871795,0.0034773507401761,63.0,117.0,0.8565573770491803,0.16876164935510277,1021.75,0.92313358730388,3.63918618037662,0.0032850958707759856,-1.324168292610282,0.489006557447876,-1.4045303639788405,-2.2396920991412466
Dmitri Voronkov,CBJ,L,63,2.630797688917308,0.12,-0.0159565768299495,32.0,75.0,0.6155737704918032,0.11412401136036814,729.8166666666667,0.7017603408742124,2.7153853089860522,-0.010906552731557478,0.36369342497111734,-2.516670001943961,-0.17599158251107072,-2.3289681594839142
Vladimir Tarasenko,MIN,R,75,3.811331775700934,0.07913669064748201,0.0016781415002381,58.0,139.0,0.9827868852459016,0.07957697151166038,913.0666666666667,0.8407189412678064,3.668470824592942,0.0015663347183856604,-1.3776737951666054,0.12498682642920675,0.6008058742739396,-0.6518810944634591
Adam Gaudette,SJS,R,66,2.1070601146201686,0.064,0.0001152053831117,24.0,125.0,0.9024590163934425,0.06797137259131436,683.4166666666666,0.6665751891238014,2.3762541538437287,0.0004022806830354325,0.9833145053693867,-0.12155041712559568,0.8617602068382348,1.7235242950820258
Oliver Moore,CHI,C,50,3.527839643652561,0.1780821917808219,-0.0069744310094414,36.0,73.0,0.6040983606557377,0.14903596555249565,561.25,0.5739361221947388,3.266483975405089,-0.0035869564612035125,-0.6432100868849463,-0.9664386264012054,-0.9609942150551104,-2.570642928341262
Anders Lee,NYI,L,82,3.1279126712058263,0.09701492537313433,-0.0025225263668608,55.0,134.0,0.9540983606557376,0.09736836739512103,1055.0166666666667,0.9483597234007979,3.1168878850162502,-0.00234185142777185,-0.36988547561120766,-0.7027354360367684,0.20076259602344457,-0.8718583156245313
