player_name,total_giveaways,mean_above_expected
Olle Lycksell,1,-0.027126539570134046
Olli Maatta,46,-0.0059770865707176974
Ondrej Palat,38,-0.012297730162381214
Oscar Fisker Molgaard,8,0.016583903803320824
Oskar Bäck,36,0.0030880340098774234
Oskar Sundqvist,21,-0.009596071135708064
Otto Stenberg,14,0.012766094455998871
Owen Beck,10,0.012604114614905177
Owen Pickering,4,-0.0601495373258174
Owen Power,70,-0.0011916543895550908
Owen Tippett,74,0.0019731471143408213
Ozzy Wiesblatt,15,-0.00711750614364044
Parker Ford,1,0.008414144467573296
Parker Kelly,40,0.0004118566998268788
Parker Wotherspoon,110,-0.007502086893664706
Patrick Giles,1,-0.09132084758848787
Patrick Kane,59,-0.002280927567995413
Patrik Laine,1,0.011078985550671267
Paul Cotter,26,-0.0059224427340442
Pavel Buchnevich,53,-0.0007049521331974351
Pavel Dorofeyev,55,0.010465422060836864
Pavel Mintyukov,58,-0.002454914112552234
Pavel Zacha,49,-1.954690316545487e-05
Pavol Regenda,12,0.003745546265577719
Peyton Krebs,57,0.007935297746968845
Philip Broberg,97,0.009621797684942356
Philip Tomasino,3,-0.011077718230340976
Philipp Kurashev,30,0.0001394745373637486
Philippe Myers,34,0.013377464523596653
Phillip Danault,43,-0.00036821983621498
Pierre-Luc Dubois,20,-0.00939706135828508
Pierre-Olivier Joseph,23,-0.015032141371603863
Pius Suter,31,0.007456599540380508
Pontus Holmberg,45,0.001542521402417876
Porter Martone,3,0.02600425924787615
Quinn Hughes,94,-0.007409122440355758
Quinn Hutson,3,-0.017030240272309736
Quinton Byfield,61,0.0014361676298571594
Radek Faksa,17,-0.0031098412903492203
Radko Gudas,39,-0.012468890894278028
Rafael Harvey-Pinard,1,0.016969425322680812
Raphael Lavoie,1,-0.2059615532365281
Rasmus Andersson,83,0.010706000015597994
Rasmus Dahlin,97,-0.0034592346301641767
Rasmus Ristolainen,35,0.008014653269969613
Rasmus Sandin,74,-0.0037341056915574664
Reid Schaefer,18,-0.012906750805094609
Reilly Smith,56,0.004128560122712159
Rickard Rakell,45,0.00048583994157742433
Ridly Greig,44,0.0013803893761795442
Riley Stillman,2,-0.1727519596624714
Riley Tufte,1,0.01195014917971382
Robby Fabbri,7,0.01228294960391098
Robert Thomas,78,0.000797964031147166
Rodrigo Abols,14,-0.00011861222545024437
Roman Josi,63,-0.006129024875513939
Ronan Seeley,1,0.011483994391429976
Roope Hintz,36,0.009822008478498848
Rory Kerins,2,0.019180879403546597
Ross Colton,49,-0.0026460759385341127
Ross Johnston,34,0.00020619840797346783
Rutger McGroarty,14,0.002053895959289179
Ryan Donato,48,0.004752926764715009
Ryan Graves,19,0.019093124789448242
Ryan Greene,43,-0.015816333398922657
Ryan Hartman,57,0.0008455304360369797
Ryan Johnson,2,-0.003970397294886734
Ryan Leonard,64,-0.006449677271575762
Ryan Lindgren,66,0.003068736471655093
Ryan Lomberg,18,-0.00492677342125009
Ryan McDonagh,37,0.008140591532738448
Ryan McLeod,78,-0.002607319867697685
Ryan Nugent-Hopkins,33,-0.000634124744876038
Ryan O'Reilly,40,0.0005134964944876937
Ryan Poehling,37,-0.005373319374110173
Ryan Pulock,67,0.005431060976045269
Ryan Reaves,19,0.009782384369470563
Ryan Shea,47,-0.0007629834858315574
Ryan Strome,38,0.004775403544779783
Ryan Tverberg,1,-0.01953193137388735
Ryan Ufko,10,1.9151382824993297e-05
Ryan Winterton,33,-0.0005725128995645918
Ryker Evans,46,0.010793366113412846
Sacha Boisvert,4,0.015231869852436379
Sam Bennett,60,0.007132623153103599
Sam Carrick,27,0.009460677348547582
Sam Colangelo,8,0.0024004364516952616
Sam Dickinson,76,0.0020158823935547366
Sam Lafferty,15,-0.0011902762249483983
Sam Malinski,72,-0.006327212825640285
Sam Morton,2,-0.01015873054059965
Sam Poulin,1,0.017561230491809774
Sam Reinhart,39,-0.0017533208425903805
Sam Rinzel,58,-0.005889224964776052
Sam Steel,39,-0.00200726794707234
Sammy Blais,2,-0.05473144778073212
Samuel Girard,51,0.008495420204563129
Samuel Helenius,14,0.003223773873969098
Samuel Honzek,9,-0.0005914085510650576
Sandis Vilmanis,10,-0.013672069959937545
Scott Laughton,55,0.0023221084378374844
Scott Mayfield,64,-0.008270067772788735
Scott Morrow,17,0.00238960644008606
Scott Sabourin,10,-0.003512027555112611
Seamus Casey,3,0.007687310601252366
Sean Couturier,63,0.006927886139928316
Sean Durzi,54,-0.017827012258184782
Sean Kuraly,47,-0.006664414091244203
Sean Monahan,42,-0.007744402449026732
Sean Walker,86,0.0033906485257452303
Sebastian Aho,76,0.00468496889339898
Seth Jarvis,45,0.009052809626575592
Seth Jones,43,0.002323371045635201
Shakir Mukhamadullin,60,0.002306201809107242
Shane Pinto,42,0.007091418160919067
Shane Wright,63,0.00042573514527122767
Shayne Gostisbehere,40,-0.0018810997420135099
Shea Theodore,82,0.007094785850389686
Sheldon Dries,1,-0.0004949528464567032
Sidney Crosby,62,0.0011873724406166316
Simon Benoit,63,-0.002335230029303138
Simon Edvinsson,78,-0.003563772229844109
Simon Holmstrom,40,0.005409027031090085
Simon Nemec,77,0.0037128503418062857
Skyler Brind'Amour,2,0.009074909979947948
Sonny Milano,15,0.013227600963343179
Spencer Stastney,58,-0.00278713073008243
Stefan Noesen,19,-0.00431669406455196
Stephen Halliday,11,0.003963710318699437
Steven Lorentz,27,-0.004487802322870865
Steven Santini,7,0.01871304682869181
Steven Stamkos,56,0.005800702432887479
Tage Thompson,58,0.0019075212324458956
Tanner Jeannot,42,0.009407158414229287
Tanner Laczynski,5,0.004970457364629062
Tanner Pearson,27,0.008144338317790156
Taylor Hall,60,-0.0008987637158923437
Taylor Makar,1,0.01098439312492909
Taylor Raddysh,22,-0.015454173727964308
Taylor Ward,19,0.0035624977277050585
Teddy Blueger,26,-0.0034155684007382402
Teuvo Teravainen,60,-0.007347345179526612
Theo Lindstein,9,-0.012811575636674241
Thomas Chabot,54,0.0016625606783650026
Thomas Harley,72,-0.011255450755878057
Tim Stützle,69,0.001080428746323128
Tim Washe,11,-0.01396042830494102
Timo Meier,72,-0.008837083780259235
Timothy Liljegren,43,0.0034431399428122306
Tobias Bjornfot,9,0.019299527955414824
Tom Willander,50,-0.007471483972125636
Tom Wilson,69,-0.004356240954369947
Tomas Hertl,45,0.006790582828779785
Tomas Nosek,13,0.0036009589534353203
Tommy Novak,47,0.006337011532328083
Tony DeAngelo,83,-0.012412737894434103
Topias Vilen,1,0.025533376349988944
Travis Hamonic,17,0.010093427560775796
Travis Konecny,86,-0.0025355831021969155
Travis Mitchell,5,-0.06018800371359971
Travis Sanheim,91,0.009021627272014419
Trent Frederic,35,0.009810755136429768
Trevor Moore,50,0.009940191614906547
Trevor Zegras,72,-0.0003966421720653081
Trevor van Riemsdyk,45,0.0019013898162834023
Tristan Broz,1,0.011841042841166943
Tristen Nielsen,2,-0.0003667895284808929
Troy Stecher,69,-0.0005470788528967216
Troy Terry,41,0.005970535411720001
Ty Dellandrea,24,-0.0045882384476429615
Ty Emberson,52,-0.004716763596348174
Ty Mueller,3,0.013007675733605223
Ty Murchison,3,-0.013273783605946382
Tye Kartye,27,-0.018404777933448954
Tyler Bertuzzi,67,0.0009453871554241953
Tyler Kleven,76,0.0020158651841285084
Tyler Myers,76,-0.011059102137068096
Tyler Pitlick,8,-0.013579942937165183
Tyler Seguin,18,-0.003961019980418141
Tyler Toffoli,51,0.007562311534974135
Tyler Tucker,57,0.009543932597881194
Tyson Foerster,15,0.009932974735677117
Tyson Gross,2,0.02633254631951863
Tyson Hinds,5,0.01907613125399781
Tyson Jost,31,0.0034173097679525326
Tyson Kozak,28,-0.005233182254281468
Urho Vaakanainen,22,0.015733102818076973
Uvis Balinskis,29,0.00548094808515016
Valeri Nichushkin,45,0.00587618953562917
Vasily Podkolzin,51,0.0061968783812225755
Victor Hedman,30,-0.008591233678214344
Victor Mancini,14,-0.006922171903487669
Victor Olofsson,57,-0.00011025722239663285
Victor Soderstrom,11,0.004667005337857403
Viking Gustafsson-Nyberg,1,0.027433102275534412
Viktor Arvidsson,52,-0.0011738204569760246
Ville Heinola,3,0.006463887136708097
Ville Koivunen,18,-0.004150797691724971
Vince Dunn,79,-0.005323488178828687
Vincent Desharnais,39,-0.00010932781158983096
Vincent Iorio,25,0.0014682021784495002
Vincent Trocheck,60,-0.0007404418590639617
Vinnie Hinostroza,48,-0.01089998408952275
Vladimir Tarasenko,58,0.0016781415002381386
Vladislav Gavrikov,93,-0.003942755349391774
Vladislav Kolyachonok,4,0.019709450917317163
Vladislav Namestnikov,38,-0.0019544466279042883
Walker Duehr,1,0.013984273146301957
Warren Foegele,62,0.0045909972533259335
Will Borgen,57,-0.002550210201281753
Will Cuylle,46,0.00016754506020756006
Will Smith,76,0.0014139386470760178
William Carrier,18,-0.00025128093367299026
William Eklund,58,0.0005408217482688467
William Karlsson,10,-0.003259600522343199
William Nylander,56,-0.005579299317569295
William Villeneuve,1,0.02577259400331292
Wilmer Skoog,1,-0.11099993349907634
Wyatt Johnston,54,-0.004993537013228233
Wyatt Kaiser,86,-0.004082601818914872
Xavier Bourgault,1,0.012077388062058748
Xavier Parent,1,0.008829708821214602
Yakov Trenin,59,-9.036736842169616e-05
Yan Kuznetsov,58,-0.008817235001887535
Yanni Gourde,67,0.001007002843054677
Yegor Sharangovich,50,-0.007374367947947582
Zach Benson,44,-5.209790288077658e-05
Zach Bogosian,32,0.010238472057475925
Zach Hyman,21,-0.016437377805658425
Zach Metsa,27,0.010132207745218157
Zach Werenski,107,0.007605211691162394
Zach Whitecloud,65,0.009562762325974397
Zachary Aston-Reese,10,-0.0009802783110379812
Zachary Bolduc,59,0.007761661578297712
Zachary L'Heureux,15,0.0024413262514526926
Zack MacEwen,2,0.006743913904152231
Zack Ostapchuk,18,0.005681977209260199
Zakhar Bardakov,27,0.010251897217080773
Zayne Parekh,59,-0.0011176554284618191
Zeev Buium,76,-0.004027814167028708
Zemgus Girgensons,35,0.0027941117185739375
